epoch,loss,err
3.3,0.06005378067493439,1.0
3.35,0.07194618135690689,1.0
3.4,0.10034453868865967,1.0
3.45,0.10902389883995056,1.0
3.5,0.10869130492210388,1.0
3.55,0.1518571525812149,1.0
3.6,0.14100085198879242,1.0
3.65,0.1954369992017746,1.0
3.7,0.16478212177753448,1.0
3.75,0.2245098352432251,1.0
3.8,0.24762940406799316,1.0
3.85,0.28308939933776855,1.0
3.9,0.21715356409549713,1.0
3.95,0.25188854336738586,1.0
4.0,0.2657304108142853,1.0
4.05,0.3563310205936432,1.0
4.1,0.3640059232711792,1.0
4.15,0.36213549971580505,1.0
4.2,0.3514759838581085,1.0
4.25,0.3463435173034668,1.0
4.3,0.3543405830860138,1.0
4.35,0.3917621374130249,1.0
4.4,0.43931475281715393,1.0
4.45,0.4704766571521759,1.0
4.5,0.40050557255744934,1.0
4.55,0.37693658471107483,1.0
4.6,0.3993177115917206,1.0
4.65,0.4319267272949219,1.0
4.7,0.4165792167186737,1.0
4.75,0.44975653290748596,1.0
4.8,0.38349637389183044,1.0
4.85,0.35991427302360535,1.0
4.9,0.3871643543243408,1.0
4.95,0.31679272651672363,1.0
5.0,0.4205469787120819,1.0
5.05,0.25201231241226196,1.0
5.1,0.2198060154914856,1.0
5.15,0.20486606657505035,1.0
5.2,0.23831605911254883,1.0
5.25,0.22351689636707306,1.0
5.3,0.30965495109558105,1.0
5.35,0.26615211367607117,1.0
5.4,0.28497031331062317,1.0
5.45,0.2520236074924469,1.0
5.5,0.2523588240146637,1.0
5.55,0.35441088676452637,1.0
5.6,0.29464980959892273,1.0
5.65,0.3253946602344513,1.0
5.7,0.28579822182655334,1.0
5.75,0.33811935782432556,1.0
5.8,0.3266206681728363,1.0
5.85,0.31199541687965393,1.0
5.9,0.3581995964050293,1.0
5.95,0.33716821670532227,1.0
6.0,0.33866003155708313,1.0
6.05,0.12103050947189331,1.0
6.1,0.15654878318309784,1.0
6.15,0.14886441826820374,1.0
6.2,0.1516977995634079,1.0
6.25,0.1375422179698944,1.0
6.3,0.14794515073299408,1.0
6.35,0.1384914219379425,1.0
6.4,0.14236174523830414,1.0
6.45,0.14629912376403809,1.0
6.5,0.12976984679698944,1.0
6.55,0.16721612215042114,1.0
6.6,0.16597019135951996,1.0
6.65,0.13826140761375427,1.0
6.7,0.13790808618068695,1.0
6.75,0.13483525812625885,1.0
6.8,0.13723890483379364,1.0
6.85,0.13297978043556213,1.0
6.9,0.11682230234146118,1.0
6.95,0.11329815536737442,1.0
7.0,0.10734278708696365,1.0
7.05,0.1391088217496872,1.0
7.1,0.17111742496490479,1.0
7.15,0.19426029920578003,1.0
7.2,0.19479899108409882,1.0
7.25,0.13677692413330078,1.0
7.3,0.14258794486522675,1.0
7.35,0.11673092097043991,1.0
7.4,0.1292552351951599,1.0
7.45,0.10604748874902725,1.0
7.5,0.0951128900051117,1.0
7.55,0.10561477392911911,1.0
7.6,0.0983019545674324,1.0
7.65,0.12891392409801483,1.0
7.7,0.12224826961755753,1.0
7.75,0.12141702324151993,1.0
7.8,0.09292585402727127,1.0
7.85,0.08958635479211807,1.0
7.9,0.09857216477394104,1.0
7.95,0.06749104708433151,1.0
8.0,0.07007338851690292,1.0
8.05,0.35236290097236633,1.0
8.1,0.37123581767082214,1.0
8.15,0.4100557267665863,1.0
8.2,0.4404238760471344,1.0
8.25,0.47257694602012634,1.0
8.3,0.44123348593711853,1.0
8.35,0.5506365299224854,1.0
8.4,0.5070200562477112,1.0
8.45,0.6225850582122803,1.0
8.5,0.5802602171897888,1.0
8.55,0.6919699311256409,1.0
8.6,0.6950262188911438,1.0
8.65,0.6147454380989075,1.0
8.7,0.6399071216583252,1.0
8.75,0.7288529872894287,1.0
8.8,0.8388567566871643,1.0
8.85,0.7648729681968689,1.0
8.9,0.8396467566490173,1.0
8.95,0.8542122840881348,1.0
9.0,0.8254959583282471,1.0
9.05,0.10486781597137451,1.0
9.1,0.09193640202283859,1.0
9.15,0.08925340324640274,1.0
9.2,0.06963430345058441,1.0
9.25,0.05760602280497551,1.0
9.3,0.05448172986507416,1.0
9.35,0.0586383081972599,1.0
9.4,0.04314118251204491,1.0
9.45,0.0379374660551548,1.0
9.5,0.03141437843441963,1.0
9.55,0.029615303501486778,1.0
9.6,0.030627407133579254,1.0
9.65,0.02886783517897129,1.0
9.7,0.02080295979976654,1.0
9.75,0.04007488489151001,1.0
9.8,0.05369316413998604,1.0
9.85,0.022704951465129852,1.0
9.9,0.018356941640377045,1.0
9.95,0.024000518023967743,1.0
10.0,0.02226673997938633,1.0
10.05,0.617974579334259,1.0
10.1,0.6335747838020325,1.0
10.15,0.5760129690170288,1.0
10.2,0.6250854730606079,1.0
10.25,0.5182436108589172,1.0
10.3,0.5358240604400635,1.0
10.35,0.5191636085510254,1.0
10.4,0.4676600992679596,1.0
10.45,0.47360214591026306,1.0
10.5,0.4287293255329132,1.0
10.55,0.43521472811698914,1.0
10.6,0.42538997530937195,1.0
10.65,0.4020315706729889,1.0
10.7,0.4260479509830475,1.0
10.75,0.3416109085083008,1.0
10.8,0.30396392941474915,1.0
10.85,0.36338090896606445,1.0
10.9,0.26104679703712463,1.0
10.95,0.26916807889938354,1.0
11.0,0.3145540952682495,1.0
11.05,0.2498268038034439,1.0
11.1,0.2324676513671875,1.0
11.15,0.24653829634189606,1.0
11.2,0.2755521237850189,1.0
11.25,0.33830347657203674,1.0
11.3,0.27743563055992126,1.0
11.35,0.29896387457847595,1.0
11.4,0.33715084195137024,1.0
11.45,0.42195120453834534,1.0
11.5,0.4054909944534302,1.0
11.55,0.44478368759155273,1.0
11.6,0.43289610743522644,1.0
11.65,0.4781593382358551,1.0
11.7,0.4629172384738922,1.0
11.75,0.44365277886390686,1.0
11.8,0.4131793975830078,1.0
11.85,0.4288742244243622,1.0
11.9,0.46677669882774353,1.0
11.95,0.38631534576416016,1.0
12.0,0.4795628488063812,1.0
12.05,0.2659570872783661,1.0
12.1,0.23348397016525269,1.0
12.15,0.15794141590595245,1.0
12.2,0.20058025419712067,1.0
12.25,0.19305509328842163,1.0
12.3,0.1712481528520584,1.0
12.35,0.11199866980314255,1.0
12.4,0.11195654422044754,1.0
12.45,0.10585206747055054,1.0
12.5,0.10996196419000626,1.0
12.55,0.08659148961305618,1.0
12.6,0.08207454532384872,1.0
12.65,0.05971391871571541,1.0
12.7,0.05173663794994354,1.0
12.75,0.049011245369911194,1.0
12.8,0.041424233466386795,1.0
12.85,0.038278378546237946,1.0
12.9,0.03398984670639038,1.0
12.95,0.0322907380759716,1.0
13.0,0.02831214852631092,1.0
13.05,0.23606865108013153,1.0
13.1,0.2195959836244583,1.0
13.15,0.3210168182849884,1.0
13.2,0.2527766227722168,1.0
13.25,0.2915823459625244,1.0
13.3,0.32226094603538513,1.0
13.35,0.3288823366165161,1.0
13.4,0.3702733516693115,1.0
13.45,0.327914834022522,1.0
13.5,0.42530837655067444,1.0
13.55,0.5282754302024841,1.0
13.6,0.42404672503471375,1.0
13.65,0.5057859420776367,1.0
13.7,0.5058650374412537,1.0
13.75,0.5858587622642517,1.0
13.8,0.5313500165939331,1.0
13.85,0.6354561448097229,1.0
13.9,0.6068634390830994,1.0
13.95,0.6205413937568665,1.0
14.0,0.7805430889129639,1.0
14.05,0.34523260593414307,1.0
14.1,0.3496430814266205,1.0
14.15,0.27938076853752136,1.0
14.2,0.271734356880188,1.0
14.25,0.26320961117744446,1.0
14.3,0.21361304819583893,1.0
14.35,0.25258246064186096,1.0
14.4,0.1682925969362259,1.0
14.45,0.2019023299217224,1.0
14.5,0.1552555114030838,1.0
14.55,0.158888041973114,1.0
14.6,0.12897196412086487,1.0
14.65,0.1482081115245819,1.0
14.7,0.11307965964078903,1.0
14.75,0.1404329091310501,1.0
14.8,0.10906266421079636,1.0
14.85,0.08012985438108444,1.0
14.9,0.07854465395212173,1.0
14.95,0.08023599535226822,1.0
15.0,0.049720168113708496,1.0
15.05,0.4141969680786133,1.0
15.1,0.40795668959617615,1.0
15.15,0.33968278765678406,1.0
15.2,0.41213974356651306,1.0
15.25,0.347617506980896,1.0
15.3,0.3579147756099701,1.0
15.35,0.24844281375408173,1.0
15.4,0.27842977643013,1.0
15.45,0.305440753698349,1.0
15.5,0.2067994922399521,1.0
15.55,0.2127285748720169,1.0
15.6,0.23684106767177582,1.0
15.65,0.21856100857257843,1.0
15.7,0.19073276221752167,1.0
15.75,0.17610250413417816,1.0
15.8,0.16060923039913177,1.0
15.85,0.12115218490362167,1.0
15.9,0.11137878894805908,1.0
15.95,0.13190315663814545,1.0
16.0,0.09988990426063538,1.0
16.05,0.39763137698173523,1.0
16.1,0.2876646816730499,1.0
16.15,0.345224529504776,1.0
16.2,0.25685086846351624,1.0
16.25,0.20451228320598602,1.0
16.3,0.19748902320861816,1.0
16.35,0.18336695432662964,1.0
16.4,0.16305796802043915,1.0
16.45,0.18121980130672455,1.0
16.5,0.12712626159191132,1.0
16.55,0.11254265159368515,1.0
16.6,0.11465456336736679,1.0
16.65,0.09332334250211716,1.0
16.7,0.08604538440704346,1.0
16.75,0.06187054514884949,1.0
16.8,0.06256916373968124,1.0
16.85,0.07007893919944763,1.0
16.9,0.04590262472629547,1.0
16.95,0.03326204791665077,1.0
17.0,0.02845681458711624,1.0
17.05,0.12096532434225082,1.0
17.1,0.10285382717847824,1.0
17.15,0.12337824702262878,1.0
17.2,0.16856198012828827,1.0
17.25,0.1428433656692505,1.0
17.3,0.1724587231874466,1.0
17.35,0.2042335718870163,1.0
17.4,0.20995785295963287,1.0
17.45,0.3064115345478058,1.0
17.5,0.3124540150165558,1.0
17.55,0.37979987263679504,1.0
17.6,0.3051929175853729,1.0
17.65,0.42647838592529297,1.0
17.7,0.4977599084377289,1.0
17.75,0.46347901225090027,1.0
17.8,0.5056213736534119,1.0
17.85,0.46627798676490784,1.0
17.9,0.5411492586135864,1.0
17.95,0.4775906801223755,1.0
18.0,0.6427780985832214,1.0
18.05,0.019928859546780586,1.0
18.1,0.013960103504359722,1.0
18.15,0.015127553604543209,1.0
18.2,0.026427360251545906,1.0
18.25,0.01943465881049633,1.0
18.3,0.025686433538794518,1.0
18.35,0.03425046429038048,1.0
18.4,0.036118246614933014,1.0
18.45,0.0569472499191761,1.0
18.5,0.02997182495892048,1.0
18.55,0.05019611120223999,1.0
18.6,0.05690153315663338,1.0
18.65,0.05535191297531128,1.0
18.7,0.04776353761553764,1.0
18.75,0.09658709913492203,1.0
18.8,0.09383336454629898,1.0
18.85,0.09314437955617905,1.0
18.9,0.12667377293109894,1.0
18.95,0.19766223430633545,1.0
19.0,0.1715584546327591,1.0
19.05,0.08643943816423416,1.0
19.1,0.107541523873806,1.0
19.15,0.1270010620355606,1.0
19.2,0.10588553547859192,1.0
19.25,0.16373056173324585,1.0
19.3,0.13529755175113678,1.0
19.35,0.2074013501405716,1.0
19.4,0.16978943347930908,1.0
19.45,0.1594756841659546,1.0
19.5,0.23646323382854462,1.0
19.55,0.2529286742210388,1.0
19.6,0.2521061897277832,1.0
19.65,0.35358619689941406,1.0
19.7,0.2745938003063202,1.0
19.75,0.41712847352027893,1.0
19.8,0.3418959379196167,1.0
19.85,0.36853042244911194,1.0
19.9,0.3587450087070465,1.0
19.95,0.36613354086875916,1.0
20.0,0.5344563126564026,1.0
